                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.2905,                 1.1988,                 1.4598,                0.59443,                0.54981,                0.54149,                0.33564,                 1.4742,                 1.3849,                 1.6487,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.2826,                  1.177,                  1.454,                0.59913,                0.54326,                0.54167,                0.33532,                 1.4749,                 1.3833,                 1.6487,               0.002476,               0.002476,               0.002476
                    155,                 1.2809,                 1.1796,                 1.4536,                0.60403,                0.54345,                0.54175,                0.33523,                 1.4742,                 1.3815,                 1.6475,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.2733,                 1.1849,                  1.447,                 0.6052,                0.54211,                0.54238,                0.33486,                 1.4751,                 1.3822,                 1.6485,               0.002377,               0.002377,               0.002377
                    157,                 1.2894,                 1.1823,                 1.4519,                0.60734,                0.53845,                0.54314,                0.33574,                 1.4755,                 1.3804,                 1.6483,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.2815,                 1.1782,                 1.4496,                 0.6102,                0.53927,                0.54373,                0.33565,                 1.4756,                 1.3786,                 1.6477,               0.002278,               0.002278,               0.002278
                    159,                 1.2823,                 1.1749,                 1.4423,                0.61228,                0.53481,                0.54405,                0.33532,                 1.4768,                  1.377,                 1.6478,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.2676,                 1.1612,                 1.4378,                0.61372,                0.53176,                0.54384,                 0.3362,                 1.4782,                 1.3774,                 1.6486,               0.002179,               0.002179,               0.002179
                    161,                 1.2648,                 1.1603,                 1.4397,                0.61542,                 0.5268,                  0.544,                0.33609,                  1.478,                 1.3775,                  1.648,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.2725,                 1.1559,                 1.4356,                0.61645,                0.53425,                0.54463,                0.33623,                  1.479,                 1.3775,                 1.6484,                0.00208,                0.00208,                0.00208
                    163,                 1.2698,                  1.159,                 1.4387,                0.61757,                0.53169,                0.54463,                0.33623,                 1.4803,                  1.378,                 1.6488,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.2739,                 1.1569,                 1.4375,                0.61743,                0.52855,                0.54404,                0.33628,                 1.4796,                 1.3782,                 1.6482,               0.001981,               0.001981,               0.001981
                    165,                 1.2643,                 1.1473,                 1.4365,                0.61971,                0.52482,                0.54346,                0.33636,                 1.4802,                  1.378,                 1.6482,              0.0019315,              0.0019315,              0.0019315
                    166,                 1.2663,                 1.1493,                 1.4342,                0.62087,                0.53113,                0.54371,                0.33609,                 1.4796,                 1.3784,                 1.6477,               0.001882,               0.001882,               0.001882
                    167,                 1.2633,                 1.1479,                 1.4367,                0.61965,                0.52987,                0.54385,                 0.3362,                 1.4802,                  1.379,                 1.6485,              0.0018325,              0.0018325,              0.0018325
                    168,                 1.2613,                   1.14,                 1.4319,                0.61769,                 0.5298,                0.54394,                0.33599,                 1.4805,                 1.3789,                 1.6485,               0.001783,               0.001783,               0.001783
                    169,                 1.2536,                 1.1404,                 1.4307,                0.62081,                0.53168,                0.54396,                0.33636,                  1.481,                   1.38,                 1.6484,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.2624,                 1.1505,                 1.4332,                0.61918,                0.53207,                 0.5443,                0.33695,                 1.4807,                 1.3792,                 1.6483,               0.001684,               0.001684,               0.001684
                    171,                 1.2562,                 1.1297,                 1.4276,                  0.618,                0.53326,                0.54379,                0.33661,                 1.4806,                 1.3789,                 1.6483,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.2548,                 1.1405,                 1.4265,                0.62095,                0.53156,                0.54352,                0.33627,                 1.4806,                 1.3785,                 1.6481,               0.001585,               0.001585,               0.001585
                    173,                 1.2516,                 1.1384,                 1.4295,                0.62065,                0.53051,                0.54369,                0.33534,                 1.4822,                 1.3772,                 1.6489,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.2422,                 1.1275,                 1.4197,                0.62008,                0.53135,                0.54441,                0.33546,                 1.4818,                 1.3766,                 1.6489,               0.001486,               0.001486,               0.001486
                    175,                 1.2508,                 1.1221,                 1.4251,                0.62126,                0.53267,                0.54436,                0.33498,                 1.4828,                 1.3776,                 1.6496,              0.0014365,              0.0014365,              0.0014365
                    176,                 1.2471,                 1.1157,                 1.4195,                0.62045,                0.53267,                0.54461,                0.33502,                 1.4829,                 1.3769,                 1.6493,               0.001387,               0.001387,               0.001387
                    177,                 1.2449,                 1.1122,                 1.4237,                0.62025,                0.53353,                0.54427,                0.33485,                 1.4831,                 1.3779,                 1.6493,              0.0013375,              0.0013375,              0.0013375
                    178,                  1.238,                 1.1143,                 1.4174,                 0.6221,                0.53373,                0.54442,                0.33496,                 1.4833,                 1.3784,                 1.6493,               0.001288,               0.001288,               0.001288
                    179,                  1.237,                 1.1176,                  1.415,                0.61716,                0.53373,                0.54447,                0.33505,                 1.4835,                 1.3779,                 1.6494,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.2332,                  1.101,                 1.4178,                 0.6165,                 0.5346,                0.54466,                0.33525,                 1.4844,                 1.3784,                 1.6498,               0.001189,               0.001189,               0.001189
                    181,                 1.2424,                  1.117,                 1.4213,                0.61796,                0.53358,                0.54484,                0.33555,                 1.4842,                 1.3786,                 1.6494,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.2526,                 1.1189,                 1.4187,                0.61774,                0.53257,                 0.5448,                0.33457,                 1.4849,                 1.3792,                 1.6502,                0.00109,                0.00109,                0.00109
                    183,                 1.2387,                 1.1024,                 1.4137,                0.61378,                0.53499,                0.54449,                0.33404,                 1.4853,                 1.3783,                 1.6504,              0.0010405,              0.0010405,              0.0010405
                    184,                  1.242,                  1.117,                 1.4153,                0.61562,                0.53573,                0.54584,                 0.3342,                 1.4863,                 1.3782,                  1.651,               0.000991,               0.000991,               0.000991
                    185,                 1.2228,                 1.0913,                 1.4063,                0.60879,                0.53601,                0.54411,                0.33346,                 1.4865,                 1.3786,                 1.6513,              0.0009415,              0.0009415,              0.0009415
                    186,                 1.2323,                 1.0975,                 1.4111,                0.60319,                0.53836,                0.54448,                0.33373,                 1.4869,                 1.3791,                 1.6518,               0.000892,               0.000892,               0.000892
                    187,                 1.2277,                 1.0853,                 1.4067,                0.60535,                0.53893,                0.54514,                0.33328,                 1.4876,                 1.3792,                 1.6523,              0.0008425,              0.0008425,              0.0008425
                    188,                 1.2358,                 1.0984,                 1.4067,                0.60475,                0.53857,                0.54343,                0.33283,                 1.4881,                 1.3786,                 1.6525,               0.000793,               0.000793,               0.000793
                    189,                 1.2196,                 1.0925,                 1.4044,                0.60688,                0.53898,                0.54492,                0.33267,                  1.488,                 1.3794,                 1.6525,              0.0007435,              0.0007435,              0.0007435
                    190,                 1.2263,                 1.0844,                 1.4003,                0.60544,                0.53724,                0.54417,                0.33261,                 1.4883,                 1.3797,                 1.6529,               0.000694,               0.000694,               0.000694
                    191,                 1.2227,                 1.0026,                 1.4035,                0.60418,                0.53714,                0.54469,                0.33227,                 1.4885,                 1.3798,                 1.6534,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.2028,                0.96463,                 1.3955,                0.60336,                0.53809,                0.54479,                0.33208,                 1.4894,                 1.3798,                 1.6536,               0.000595,               0.000595,               0.000595
                    193,                 1.1965,                0.96033,                 1.3896,                0.60253,                 0.5371,                0.54497,                0.33209,                 1.4901,                 1.3791,                 1.6541,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.1969,                0.94946,                 1.3892,                0.60255,                0.53903,                0.54453,                0.33163,                 1.4901,                 1.3795,                  1.654,               0.000496,               0.000496,               0.000496
                    195,                 1.1967,                0.94666,                   1.39,                0.60332,                0.54144,                0.54409,                0.33158,                 1.4901,                 1.3793,                 1.6545,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.1833,                0.93519,                 1.3801,                0.60128,                 0.5417,                 0.5437,                0.33178,                 1.4903,                  1.379,                 1.6546,               0.000397,               0.000397,               0.000397
                    197,                 1.1795,                  0.937,                 1.3793,                0.60159,                0.54271,                0.54397,                0.33186,                 1.4904,                 1.3794,                 1.6554,              0.0003475,              0.0003475,              0.0003475
                    198,                  1.186,                0.93489,                 1.3808,                0.60212,                0.54321,                0.54372,                0.33147,                  1.491,                 1.3792,                  1.656,               0.000298,               0.000298,               0.000298
                    199,                 1.1804,                0.92069,                 1.3757,                0.60205,                0.54416,                0.54372,                0.33123,                 1.4911,                 1.3798,                 1.6561,              0.0002485,              0.0002485,              0.0002485
                    200,                  1.181,                0.92668,                 1.3754,                0.60487,                0.54295,                0.54381,                0.33153,                 1.4916,                 1.3796,                 1.6567,               0.000199,               0.000199,               0.000199
