                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.73981,                0.39988,                0.83648,                0.90099,                0.72896,                0.84401,                0.60843,                0.67898,                0.37663,                0.83624,               0.000515,               0.000515,               0.000515
                    153,                0.74174,                0.39929,                 0.8352,                0.86756,                 0.7528,                0.84168,                0.60633,                0.68395,                0.37911,                0.83736,              0.0005051,              0.0005051,              0.0005051
                    154,                0.74498,                0.40106,                0.83259,                0.88338,                0.75034,                0.84844,                0.60723,                0.67891,                0.37658,                0.83357,              0.0004952,              0.0004952,              0.0004952
                    155,                 0.7326,                 0.3949,                0.83396,                0.86648,                0.75366,                 0.8435,                0.60742,                0.67491,                0.37585,                0.83424,              0.0004853,              0.0004853,              0.0004853
                    156,                0.72169,                0.38947,                 0.8293,                0.88455,                0.73913,                0.84664,                0.61246,                0.66678,                0.37193,                0.83278,              0.0004754,              0.0004754,              0.0004754
                    157,                 0.7351,                0.39736,                0.83494,                0.87664,                0.73385,                0.84165,                 0.6118,                0.66852,                0.38312,                 0.8337,              0.0004655,              0.0004655,              0.0004655
                    158,                0.76002,                0.40217,                0.83491,                0.88536,                0.74502,                0.84657,                0.61525,                0.67971,                0.37189,                0.83483,              0.0004556,              0.0004556,              0.0004556
                    159,                0.75788,                0.40132,                0.83084,                0.86482,                0.75194,                 0.8454,                0.61419,                 0.6758,                 0.3764,                0.83973,              0.0004457,              0.0004457,              0.0004457
                    160,                0.74172,                0.39547,                0.82662,                0.86912,                0.74677,                0.84362,                 0.6151,                0.66131,                0.37393,                0.83221,              0.0004358,              0.0004358,              0.0004358
                    161,                0.73663,                0.39377,                0.82713,                0.90671,                0.72834,                0.84651,                0.61535,                0.66081,                0.36947,                0.83321,              0.0004259,              0.0004259,              0.0004259
                    162,                0.72631,                 0.3951,                0.82898,                0.89046,                0.74332,                0.84715,                0.61684,                0.66444,                 0.3696,                0.83126,               0.000416,               0.000416,               0.000416
                    163,                0.73023,                0.39475,                0.82833,                0.88008,                0.73299,                0.84073,                0.61205,                0.66661,                0.37776,                0.83131,              0.0004061,              0.0004061,              0.0004061
                    164,                0.73111,                0.39147,                0.82691,                0.89617,                 0.7304,                0.84549,                0.61478,                0.66444,                0.37102,                0.83272,              0.0003962,              0.0003962,              0.0003962
                    165,                0.74156,                0.39406,                0.82756,                0.88736,                0.74677,                0.84937,                0.60973,                0.67377,                0.37071,                 0.8325,              0.0003863,              0.0003863,              0.0003863
                    166,                0.72399,                0.38825,                0.82903,                0.86352,                0.75022,                0.84516,                0.61006,                0.67119,                0.36996,                0.83179,              0.0003764,              0.0003764,              0.0003764
                    167,                0.71883,                 0.3906,                0.82995,                0.88929,                 0.7403,                0.84853,                0.61923,                0.65633,                0.36713,                0.83012,              0.0003665,              0.0003665,              0.0003665
                    168,                0.73772,                0.39687,                0.82682,                0.89361,                 0.7307,                 0.8434,                0.61193,                0.66655,                0.36905,                0.83297,              0.0003566,              0.0003566,              0.0003566
                    169,                  0.718,                0.38588,                0.83114,                0.88197,                0.74849,                0.84887,                0.61304,                0.66807,                0.36835,                0.83029,              0.0003467,              0.0003467,              0.0003467
                    170,                0.72082,                0.39186,                0.83149,                 0.8673,                0.75436,                0.84261,                0.61471,                0.66715,                0.37304,                0.82979,              0.0003368,              0.0003368,              0.0003368
                    171,                0.72167,                0.38997,                0.83451,                0.87863,                0.74763,                0.84301,                0.61588,                0.65519,                0.36909,                0.82935,              0.0003269,              0.0003269,              0.0003269
                    172,                0.70893,                0.38641,                0.82394,                0.86996,                0.74907,                0.84285,                0.61542,                0.65827,                0.36594,                0.83298,               0.000317,               0.000317,               0.000317
                    173,                0.70116,                0.38093,                0.82966,                0.87374,                0.74246,                0.84309,                0.61802,                0.65773,                0.36771,                0.83036,              0.0003071,              0.0003071,              0.0003071
                    174,                0.70753,                0.38245,                 0.8278,                0.89908,                0.72896,                0.83981,                0.61817,                0.64455,                0.36293,                0.82838,              0.0002972,              0.0002972,              0.0002972
                    175,                0.72297,                  0.389,                0.83069,                0.87599,                0.74591,                0.84383,                0.62491,                0.65108,                0.36719,                0.82911,              0.0002873,              0.0002873,              0.0002873
                    176,                 0.7063,                  0.383,                0.82849,                0.90329,                 0.7304,                0.84386,                0.61875,                0.65486,                0.36193,                0.83069,              0.0002774,              0.0002774,              0.0002774
                    177,                0.70757,                0.38093,                0.82312,                0.89937,                0.73135,                0.85027,                0.62494,                0.65778,                 0.3637,                0.83081,              0.0002675,              0.0002675,              0.0002675
                    178,                0.71229,                0.38562,                0.82878,                0.89013,                0.73213,                0.84068,                0.61592,                 0.6526,                0.37016,                0.82835,              0.0002576,              0.0002576,              0.0002576
                    179,                0.71278,                0.38871,                0.82641,                0.89182,                 0.7416,                0.84304,                0.62185,                0.65027,                0.37175,                0.83044,              0.0002477,              0.0002477,              0.0002477
                    180,                0.70877,                 0.3847,                0.82747,                0.88237,                0.74935,                0.84653,                0.61817,                0.65639,                0.36859,                0.82823,              0.0002378,              0.0002378,              0.0002378
                    181,                0.71223,                0.38635,                0.83022,                0.87196,                0.74849,                0.84564,                0.61713,                0.65107,                0.36452,                0.82937,              0.0002279,              0.0002279,              0.0002279
                    182,                0.71397,                0.38415,                0.82691,                 0.8781,                0.74246,                0.84173,                0.61596,                0.64981,                0.37039,                0.82738,               0.000218,               0.000218,               0.000218
                    183,                0.70439,                0.38516,                0.82353,                0.87221,                0.74763,                0.84328,                0.62203,                0.65282,                0.36829,                0.82825,              0.0002081,              0.0002081,              0.0002081
                    184,                0.72761,                0.38795,                0.82525,                0.89079,                0.73127,                 0.8421,                0.61845,                0.64865,                0.36204,                0.82726,              0.0001982,              0.0001982,              0.0001982
                    185,                0.70992,                0.37906,                0.82748,                 0.8975,                0.73127,                0.84653,                0.62457,                0.65226,                0.36276,                0.82836,              0.0001883,              0.0001883,              0.0001883
                    186,                0.70383,                0.37464,                0.82666,                0.89231,                0.73513,                0.84631,                0.61854,                0.64699,                0.36283,                0.82733,              0.0001784,              0.0001784,              0.0001784
                    187,                0.70273,                0.37582,                0.82535,                0.89161,                0.73471,                0.84369,                0.61678,                0.64564,                0.36303,                 0.8279,              0.0001685,              0.0001685,              0.0001685
                    188,                0.70864,                0.37911,                0.82188,                0.90921,                 0.7261,                0.84762,                0.61916,                0.64721,                0.36179,                0.82699,              0.0001586,              0.0001586,              0.0001586
                    189,                0.69976,                0.37691,                0.82154,                0.88894,                0.74246,                0.84624,                 0.6233,                0.64297,                0.36044,                0.82746,              0.0001487,              0.0001487,              0.0001487
                    190,                0.69724,                0.37656,                0.82735,                0.89429,                0.74419,                 0.8517,                0.62387,                 0.6434,                0.35579,                0.82787,              0.0001388,              0.0001388,              0.0001388
                    191,                0.70357,                0.37756,                0.82071,                0.88793,                 0.7416,                0.84727,                0.62398,                0.64997,                0.36287,                0.82664,              0.0001289,              0.0001289,              0.0001289
                    192,                 0.6991,                0.37097,                0.81662,                0.88774,                0.73643,                0.83964,                0.61807,                0.65662,                0.36715,                0.82566,               0.000119,               0.000119,               0.000119
                    193,                0.68892,                0.36964,                0.81597,                0.89497,                0.73385,                0.84136,                 0.6147,                0.65758,                0.36978,                0.82434,              0.0001091,              0.0001091,              0.0001091
                    194,                 0.6861,                0.36871,                0.81658,                0.88381,                0.74036,                0.84419,                0.61994,                0.64897,                0.36483,                 0.8261,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.67534,                0.36343,                0.81642,                  0.877,                0.74591,                0.84566,                0.62228,                0.65284,                0.36184,                0.82606,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.67544,                0.36345,                0.81359,                0.89278,                0.73643,                 0.8451,                0.62172,                0.64961,                0.36101,                0.82565,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.68007,                0.36331,                0.81725,                0.88717,                0.73471,                0.84397,                 0.6187,                 0.6497,                0.36113,                 0.8266,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.67646,                0.36476,                0.81371,                0.89363,                0.73557,                0.84431,                0.61996,                0.64555,                0.36234,                0.82537,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.67321,                0.36414,                0.80849,                0.86933,                0.75452,                0.84598,                0.62067,                0.64728,                0.36143,                0.82479,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.67644,                0.36319,                0.81125,                0.88872,                0.73607,                0.84387,                0.62142,                0.64415,                0.36044,                0.82507,               3.98e-05,               3.98e-05,               3.98e-05
